score,linesCleared,step
0, 0, 0
7200, 34, 1
200, 1, 2
1000, 5, 3
0, 0, 4
0, 0, 5
0, 0, 6
400, 2, 7
0, 0, 8
0, 0, 9
0, 0, 10
0, 0, 11
0, 0, 12
0, 0, 13
0, 0, 14
0, 0, 15
0, 0, 16
600, 3, 17
0, 0, 18
0, 0, 19
0, 0, 20
400, 2, 21
200, 1, 22
0, 0, 23
200, 1, 24
800, 2, 25
0, 0, 26
0, 0, 27
0, 0, 28
0, 0, 29
0, 0, 0
0, 0, 0
