score,weight1,weight2,weight3,weight4,weight5,weight6,population
0, 0
5200, 20
1800, 9
2600, 13
3400, 13
4400, 14
2600, 11
2200, 9
3400, 17
2200, 11
1200, 6
1800, 9
3400, 17
5600, 26
6000, 28
5600, 26
2200, 11
2600, 13
2400, 12
5600, 24
3600, 12
3600, 16
800, 4
2000, 10
4000, 18
6200, 29
1600, 8
0, 0, 0
0, 0, 0
600, 3, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
